Quest ID,Quest Grade,Map Biome,Structure,Quest Boss Type,Quest Boss Minion Type,Mob Variety (INT),Structure Information,Quest Objective,Quest Level,Suitable Weapon Type,Suitable Attribute,Suitable Party Size,Loot Drop Grade
2936,E,Obsidian Fields,fort,Thorn Bush Awakened,Bat,2,"1 Thorn Bush Awakened + 1 Bat Lieutenant, 2 Skeleton Fragments, 3 Feral Chicken Fodder",Chase Thorn Bush Awakened away from the village before it becomes a real threat,30,Axe,Fire,3,F
2937,E,Underdark,camp,Bat Swarm King Echoflap,Mushroom Walker,4,"1 Bat Swarm King Echoflap (Empowered), 2 Slime Small Champions, 1 Mischievous Pixies",Clear Bat Swarm King Echoflap from the water well it has contaminated,10,Dual Daggers,Water,3,E
2938,C,Ethereal Mist,haunted manor,Dark Dwarf Smith Deepstrike,Orc Lackey,6,"1 Dark Dwarf Smith Deepstrike (Empowered), 10 Slime Blob Champions, 6 Cave Moths",Exterminate the monster group under Dark Dwarf Smith Deepstrike's command near the village,40,Soul Sword,Dark / Wind,4,D
2939,B,Astral Void,city,Rock Golem Quarryman,Plague Rat,4,"1 Rock Golem Quarryman, 6 Elite Zombie Brutes, 3 Cave Troll Guardians, 9 Scout Hag Spawns",Retrieve stolen goods from Rock Golem Quarryman's camp before they disappear across the border,50,Arcane Staff,Earth / Necrotic,5,C
2940,S,Volcanic,cave,Lich Apprentice Bonecaller,Dark Soldier Elite,7,"1 Lich Apprentice Bonecaller, 36 Elemental Spirits, 6 Basilisk Youngs",Clear the ancient dungeon and destroy Lich Apprentice Bonecaller within its deepest chamber,80,Runic Blade / Staff,Dark,4,S
2941,A,Plains,temple,Frost Wolf Alpha Glacierfang,Undead Soldier,5,"1 Frost Wolf Alpha Glacierfang, 8 Elite Dark Elf Rogues, 12 Orc Warrior Guardians, 8 Scout Cultist Warriors",Defeat Frost Wolf Alpha Glacierfang and lift the curse on the haunted temple,50,Bow / Halberd,Ice,4,A
2942,E,Deep Ocean,temple,Imp Leader Cinderwick,Imp Spark,2,"1 Imp Leader Cinderwick (Elite), 2 Cave Crickets, 5 Dust Bunny (Cursed)s, 1 Imp Sparks",Clear Imp Leader Cinderwick from the water well it has contaminated,30,Soul Sword,Dark,2,E
2943,D,Coral Reef,ancient pyramid,Cultist Summoner Vexbane,Slime Drop,2,"1 Cultist Summoner Vexbane, 4 Skeleton Rattles, 4 Mudcrabs",Exterminate Cultist Summoner Vexbane that has been stealing food from the market,30,Crossbow,Fire,3,D
2944,C,Ethereal Mist,None,Bandit Lord Cutthroat,Bandit Thug,3,"1 Bandit Lord Cutthroat, 6 Elite Orc Lackeys, 4 Skeleton Basic Guardians, 8 Scout Slime Blobs",Kill Bandit Lord Cutthroat that has been raiding the local fishing docks at night,60,Soul Sword,Physical / Holy,4,D
2945,F,Floating Isles,None,Training Dummy (Rogue),Small Bat,2,"1 Training Dummy (Rogue), 2 Elite Imp Jrs, 5 Broken Skeleton Guardians, 1 Scout Enchanted Leafs",Kill Training Dummy (Rogue) as your very first beginner's quest — welcome to the Guild,10,Bow,Order / Fire,3,F
2946,D,Desert,None,Fire Imp Scorchtail,Mudcrab,5,"1 Fire Imp Scorchtail, 8 Elite Stray Dogs, 8 Slime Drop Guardians, 8 Scout Bog Frog Poisoneds",Kill Fire Imp Scorchtail and report details of its nesting location to the Guild,30,Scimitar,Physical / Lightning,2,E
2947,C,Deep Ocean,fort,Ice Troll Frostbite,Kobold Digger,6,"1 Ice Troll Frostbite, 10 Kobold Diggers, 8 Cultist Initiates",Slay Ice Troll Frostbite and its minions harassing construction workers,50,Wand,Ice / Astral,5,D
2948,D,Fungal Depths,labyrinth,Goblin Witch Doctor Hexbrew,Bog Frog Poisoned,4,"1 Goblin Witch Doctor Hexbrew (Elite), 6 Cave Spider Smalls, 10 Imp Familiars, 8 Stray Dogs",Clear the abandoned labyrinth overrun by Goblin Witch Doctor Hexbrew and its followers,50,Spear,Physical,2,D
2949,F,Shadowfell,None,Baby Kobold Thrower,Enchanted Leaf,1,"1 Baby Kobold Thrower (Empowered), 4 Imp Jr Champions, 1 Spore Puffs","Kill Baby Kobold Thrower and return proof — it's just one, you'll be fine",10,Dagger / Rapier,Lightning,2,F
2950,SS,Floating Isles,ruins,Corrupted Treant Ancient Rotwood,Shadow Assassin Elite,10,"1 Corrupted Treant Ancient Rotwood (Elite), 48 Infernal Colossus Shards, 8 Fire Titans, 24 Dark Knight Elites",Hunt Corrupted Treant Ancient Rotwood that has decimated three elite adventurer parties already,80,Wand,Arcane / Chaos,7,S
2951,E,Mountains,None,Fishman Raider Gillclaw,Stray Mutt,3,"1 Fishman Raider Gillclaw (Empowered), 2 Slime Small Champions, 5 Mischievous Pixies",Kill Fishman Raider Gillclaw and collect its claws for the leatherworker's commission,40,Maul / Axe,Holy,1,E
2952,A,Deep Ocean,town,Troll King Gorgash,Harpy Scout,7,"1 Troll King Gorgash (Elite), 8 Hobgoblin Warriors, 12 Gnoll Fighters, 8 Troll Grunts",Clear the town of all monsters rallied under Troll King Gorgash's command,60,Harpoon Lance,Physical / Arcane,5,A
2953,C,Swamp,ancient pyramid,River Serpent Ripjaw,Slime Blob,5,"1 River Serpent Ripjaw, 8 Elite Cultist Initiates, 10 Bat Swarm Guardians, 6 Scout Zombie Walkers",Defeat River Serpent Ripjaw and retrieve the lost Guild member's identification badge,60,Wand / Mace,Poison / Holy,5,C
2954,B,Feywilds,None,Gnoll Warlord Hyenaclaw,Wraith Shadow,3,"1 Gnoll Warlord Hyenaclaw, 6 Elite Kobold Warriors, 12 Plague Rat Guardians, 3 Scout Dark Elf Scouts",Eliminate Gnoll Warlord Hyenaclaw blocking access to the region's only fresh water source,40,Rapier,Physical,3,B + [LEGENDARY] Verdant Scythe (Nature's Wrath)
2955,F,Frozen Wastes,None,Angry Villager (Enchanted),Broken Skeleton,1,"1 Angry Villager (Enchanted) (Empowered), 5 Insect Swarm Champions, 1 Mischievous Sprites",Shoo away Angry Villager (Enchanted) from the flower market — do not use fire,20,Spear / Greatsword,Fire,2,F
2956,F,Coral Reef,ruins,Angry Villager (Enchanted),Broken Skeleton,2,"1 Angry Villager (Enchanted) + 1 Small Bat Lieutenant, 5 Broken Skeletons, 4 Mischievous Sprite Fodder",Swat Angry Villager (Enchanted) away from the school children's picnic area,0,Spear,Psychic,3,F
2957,B,Fungal Depths,None,Medusa Outcast Stonestare,Cave Troll,5,"1 Medusa Outcast Stonestare + 1 Imp Fighter Lieutenant, 9 Kobold Warriors, 6 Giant Spider Fodder",Eliminate Medusa Outcast Stonestare blocking access to the region's only fresh water source,40,Spear,Water,3,C
2958,D,Volcanic,None,Marsh Troll Sludgefist,Rat Pack,2,"1 Marsh Troll Sludgefist, 12 Stray Dogs, 6 Goblin Runt Scouts",Drive off Marsh Troll Sludgefist before it destroys the harvest fields,50,Warhammer / Staff,Physical,3,E
2959,E,Frozen Wastes,cave,Specter Drifter Coldgaze,Slime Small,4,"1 Specter Drifter Coldgaze, 5 Elite Stray Mutts, 1 Imp Spark Guardians, 4 Scout Mischievous Pixies",Chase Specter Drifter Coldgaze away from the village before it becomes a real threat,20,Spear,Fire,4,F
2960,D,Abyssal Rift,None,Slime King Oozeborn,Imp Familiar,2,"1 Slime King Oozeborn, 12 Imp Familiars, 2 Mudcrabs",Clear the abandoned area overrun by Slime King Oozeborn and its followers,50,Scythe,Poison,2,D
2961,D,Tundra,citadel,Desert Raider Leader Sandveil,Stray Dog,4,"1 Desert Raider Leader Sandveil, 12 Cave Spider Smalls, 6 Zombie Drifters",Clear Desert Raider Leader Sandveil from the old mine shaft so workers can resume,40,Warhammer,Earth / Chaos,4,D
2962,D,Mountains,None,Swamp Creeper Bogvine,Rat Pack,5,"1 Swamp Creeper Bogvine, 8 Elite Cave Spider Smalls, 8 Feral Cat Guardians, 8 Scout Skeleton Rattles",Clear the abandoned area overrun by Swamp Creeper Bogvine and its followers,30,Greatsword,Poison,2,E
2963,E,Cursed Badlands,None,Bandit Leader Gruffneck,Slime Small,4,"1 Bandit Leader Gruffneck, 6 Elite Dust Bunny (Cursed)s, 4 Mushroom Walker Guardians, 4 Scout Bats",Slay Bandit Leader Gruffneck as your first officially registered hunter training quest,20,Soul Sword,Physical,1,F
2964,F,Feywilds,None,Pixie Prankster,Mischievous Sprite,1,"1 Pixie Prankster, 4 Elite Broken Skeletons, 4 Slime Tiny Guardians, 2 Scout Spore Puffs",Clear Pixie Prankster from the village chicken coops before dawn,10,Rapier,Necrotic / Shadow,1,F
2965,S,Cursed Badlands,ruins,Dragon Knight Commander Ashenvale,Vampire Thrall,8,"1 Dragon Knight Commander Ashenvale, 24 Dark Sorcerer Apprentices, 12 Dark Soldier Elites",Defeat Dragon Knight Commander Ashenvale to lift the three-century curse upon the forsaken village,70,Soul Sword / Scythe,Fire,6,S
2966,E,Shadowfell,dungeon,Rabid Hound Alpha Frothjaw,Stray Mutt,2,"1 Rabid Hound Alpha Frothjaw, 3 Elite Dust Bunny (Cursed)s, 4 Rat Guardians, 4 Scout Cave Crickets",Kill Rabid Hound Alpha Frothjaw and return physical proof of the kill to the Guild,20,Wand / Rapier,Chaos,1,F
2967,B,Deep Ocean,None,Mermaid Witch Coralweave,Cave Troll,7,"1 Mermaid Witch Coralweave + 1 Goblin Fighter Lieutenant, 9 Ogre Grunts, 9 Dark Elf Scout Fodder",Protect the village from Mermaid Witch Coralweave's raiding party advancing at nightfall,70,Arcane Staff,Water,5,B
2968,C,Obsidian Fields,None,Mud Elemental Sludgeborn,Marsh Sprite,5,"1 Mud Elemental Sludgeborn, 8 Zombie Walkers, 2 Orc Lackeys",Slay Mud Elemental Sludgeborn causing destruction along the eastern trading region,60,Spear,Arcane,5,D
2969,C,Ethereal Mist,celestial sanctum,Sand Worm Dunestalker,Kobold Digger,6,"1 Sand Worm Dunestalker + 1 Wild Dog Lieutenant, 8 Cave Moths, 2 Imp Fodder",Defeat Sand Worm Dunestalker and recover the stolen guild funds from its hideout,60,Rapier,Earth,4,C
2970,A,Deep Ocean,None,Cockatrice Elder,Harpy Scout,4,"1 Cockatrice Elder + 1 Orc Warrior Lieutenant, 8 Dark Elf Rogues, 8 Undead Soldier Fodder",Kill Cockatrice Elder and bring back its trophy as proof for the kingdom's military,80,Harpoon Lance,Ice,4,A + [LEGENDARY] Orb of Dragonkind (Dragon Control Relic)
2971,F,Volcanic,None,Pixie Prankster,Dog Stray,2,"1 Pixie Prankster (Elite), 4 Baby Goblins, 3 Enchanted Leafs, 4 Zombie Shuffles",Kill Pixie Prankster as your very first beginner's quest — welcome to the Guild,20,Staff / Axe,Nature,1,F
2972,SSS,Astral Void,crypt,Elder Phoenix Solarius,Shadow Revenant,8,"1 Elder Phoenix Solarius (Elite), 72 Spectral Dragon Shades, 12 Phoenix Reborns, 24 Elder Draconids",Defeat Elder Phoenix Solarius and recover the shattered pieces of the World Crystal,90,Arcane Staff / Chakram,Fire,7,SS
2973,A,Forest,town,Frost Wolf Alpha Glacierfang,Golem Shard,6,"1 Frost Wolf Alpha Glacierfang (Empowered), 8 Dire Wolf Champions, 12 Gnoll Fighters",Clear the town of all monsters rallied under Frost Wolf Alpha Glacierfang's command,60,Shortbow,Ice,3,B
2974,A,Floating Isles,ruins,Werewolf Alpha Moonfang,Dark Elf Rogue,5,"1 Werewolf Alpha Moonfang, 20 Cultist Warriors, 8 Orc Warriors",Eliminate Werewolf Alpha Moonfang from the ruins before it grows powerful enough to expand,50,Wand,Physical,5,A
2975,F,Obsidian Fields,None,Small Slime Cluster,Broken Skeleton,2,"1 Small Slime Cluster (Elite), 5 Dog Strays, 2 Rats, 4 Broken Skeletons",Drive away Small Slime Cluster that keeps startling farm animals in the northern field,0,Spear,Poison / Ice,2,F
2976,E,Plains,None,Bat Swarm King Echoflap,Dust Bunny (Cursed),4,"1 Bat Swarm King Echoflap + 1 Mischievous Pixie Lieutenant, 5 Skeleton Fragments, 1 Mushroom Walker Fodder",Kill Bat Swarm King Echoflap and return physical proof of the kill to the Guild,30,Greatsword,Necrotic / Arcane,1,E
2977,C,Frozen Wastes,crypt,Skeleton Archer Commander,Kobold Digger,3,"1 Skeleton Archer Commander, 4 Elite Marsh Sprites, 10 Cultist Initiate Guardians, 4 Scout Imps",Slay Skeleton Archer Commander causing destruction along the eastern trading region,40,Greatsword,Holy,4,D
2978,C,Abyssal Rift,None,Flame Jackal Pack Leader,Cultist Initiate,3,"1 Flame Jackal Pack Leader, 8 Slime Blobs, 4 Marsh Sprites",Slay Flame Jackal Pack Leader causing destruction along the eastern trading region,50,Soul Sword,Radiant,4,D
2979,F,Astral Void,None,Bat Flapwing,Insect Swarm,1,"1 Bat Flapwing (Elite), 6 Mischievous Sprites, 1 Spore Puffs, 4 Imp Jrs",Defeat Bat Flapwing in the starter training zone under instructor supervision,0,Magic Tome,Necrotic,3,F
2980,E,Deep Ocean,None,Thorn Bush Awakened,Mischievous Pixie,2,"1 Thorn Bush Awakened + 1 Goblin Child Mob Lieutenant, 1 Mushroom Walkers, 2 Stray Mutt Fodder",Kill Thorn Bush Awakened and collect its claws for the leatherworker's commission,30,Arcane Staff,Nature / Wind,2,E
2981,E,Obsidian Fields,None,Specter Drifter Coldgaze,Goblin Child Mob,2,"1 Specter Drifter Coldgaze, 5 Elite Skeleton Fragments, 2 Mischievous Pixie Guardians, 1 Scout Cave Crickets",Exterminate the small pack organized by Specter Drifter Coldgaze near the river,30,Runic Blade,Fire,2,E
2982,F,Forest,ruins,Feral Cat Scratchclaw,Broken Skeleton,2,"1 Feral Cat Scratchclaw (Elite), 2 Insect Swarms, 1 Slime Tinys, 1 Baby Goblins",Swat Feral Cat Scratchclaw away from the school children's picnic area,10,Shortbow,Fire,3,F
2983,F,Underground Caverns,floating fortress,Training Dummy (Rogue),Imp Jr,2,"1 Training Dummy (Rogue), 6 Rats, 5 Imp Jrs",Swat Training Dummy (Rogue) away from the school children's picnic area,0,Warhammer,Necrotic / Radiant,1,F
2984,A,Coral Reef,colosseum,Naga Shaman Venomfang,Werewolf Thrall,5,"1 Naga Shaman Venomfang + 1 Gnoll Fighter Lieutenant, 12 Naga Sentrys, 12 Werewolf Thrall Fodder",Hunt Naga Shaman Venomfang that has been shutting down the kingdom's most profitable mines,60,Water Staff,Ice,5,A
2985,B,Frozen Wastes,None,Dark Elf Assassin Shadowblade,Skeletal Archer,5,"1 Dark Elf Assassin Shadowblade, 12 Elite Skeletal Archers, 6 Kobold Warrior Guardians, 3 Scout Centaur Scouts",Protect the village from Dark Elf Assassin Shadowblade's raiding party advancing at nightfall,50,Maul / Greatsword,Shadow,3,C
2986,E,Ethereal Mist,city,Bat Swarm King Echoflap,Rat,2,"1 Bat Swarm King Echoflap, 4 Elite Goblin Child Mobs, 5 Rat Guardians, 1 Scout Stray Mutts",Kill Bat Swarm King Echoflap and return physical proof of the kill to the Guild,40,Wand / Rapier,Fire,3,E
2987,C,Obsidian Fields,obsidian keep,Ghoul Leader Decompose,Cultist Initiate,5,"1 Ghoul Leader Decompose (Empowered), 8 Cave Moth Champions, 2 Goblin Grunts",Defeat Ghoul Leader Decompose and retrieve the lost Guild member's identification badge,60,Greatsword,Earth / Holy,5,C
2988,F,Underground Caverns,None,Pixie Prankster,Insect Swarm,2,"1 Pixie Prankster, 5 Dog Strays, 1 Small Bats",Drive away Pixie Prankster that keeps startling farm animals in the northern field,10,Mace / Crossbow,Arcane,1,F
2989,E,Desert,underground city,Rabid Hound Alpha Frothjaw,Mischievous Pixie,2,"1 Rabid Hound Alpha Frothjaw (Elite), 6 Stray Mutts, 2 Cave Crickets, 4 Bats",Kill Rabid Hound Alpha Frothjaw and return physical proof of the kill to the Guild,30,Bow / Glaive,Physical / Void,2,E
2990,C,Floating Isles,town,Swamp Hag Mudcrawler,Skeleton Basic,4,"1 Swamp Hag Mudcrawler (Elite), 10 Imps, 2 Cave Moths, 2 Kobold Diggers",Clear the infestation around the town led by Swamp Hag Mudcrawler,40,Rapier,Poison,5,D
2991,B,Jungle,shipwreck,Corrupted Paladin Greyshield,Centaur Scout,3,"1 Corrupted Paladin Greyshield, 15 Plague Rats, 6 Merfolk Warriors",Protect the village from Corrupted Paladin Greyshield's raiding party advancing at nightfall,40,Trident,Chaos,3,C
2992,D,Volcanic,None,Kobold Trap Master Springjaw,Skeleton Rattle,2,"1 Kobold Trap Master Springjaw (Elite), 10 Undead Farmers, 6 Cave Bats, 6 Skeleton Rattles",Clear Kobold Trap Master Springjaw from the old mine shaft so workers can resume,30,Staff,Fire,4,D
2993,F,Obsidian Fields,None,Mud Crab Pincher,Mischievous Sprite,3,"1 Mud Crab Pincher (Elite), 4 Zombie Shuffles, 5 Lazy Undeads, 4 Baby Goblins",Collect basic materials from Mud Crab Pincher as part of a resource gathering mission,10,Runic Blade / Spear,Wind,1,F
2994,E,Forest,None,Wild Boar Elder Tuskgrind,Dust Bunny (Cursed),3,"1 Wild Boar Elder Tuskgrind + 1 Goblin Child Mob Lieutenant, 4 Skeleton Fragments, 2 Mushroom Walker Fodder",Exterminate the small pack organized by Wild Boar Elder Tuskgrind near the river,30,Dagger,Arcane,3,F
2995,D,Tundra,None,Marsh Troll Sludgefist,Cave Bat,3,"1 Marsh Troll Sludgefist (Elite), 10 Stray Dogs, 6 Feral Cats, 2 Zombie Drifters",Kill Marsh Troll Sludgefist and report details of its nesting location to the Guild,30,Axe / Crossbow,Physical / Holy,2,D
2996,A,Floating Isles,colosseum,Harpy Queen Screach,Werewolf Thrall,4,"1 Harpy Queen Screach (Elite), 20 Harpy Scouts, 12 Werewolf Thralls, 12 Orc Warriors",Slay Harpy Queen Screach and recover the noble family heirlooms stolen in last month's raid,60,Halberd,Wind,6,A
2997,D,Deep Ocean,floating fortress,Corrupt Guard Captain Grimsword,Zombie Drifter,5,"1 Corrupt Guard Captain Grimsword (Empowered), 10 Zombie Drifter Champions, 8 Slime Drops",Kill Corrupt Guard Captain Grimsword and collect the posted bounty from the Guild board,30,Wand,Ice,4,D
2998,C,Obsidian Fields,None,Corrupted Druid Brambleheart,Skeleton Basic,4,"1 Corrupted Druid Brambleheart (Empowered), 4 Wild Dog Champions, 10 Giant Rats",Slay Corrupted Druid Brambleheart causing destruction along the eastern trading region,40,Runic Blade,Chaos,2,D
2999,D,Mountains,None,Bandit Chief Razorjack,Rat Pack,3,"1 Bandit Chief Razorjack (Elite), 8 Zombie Drifters, 10 Bog Frog Poisoneds, 6 Slime Drops",Slay Bandit Chief Razorjack and retrieve the missing adventurer's identification tag,40,Maul,Physical,3,E
3000,A,Abyssal Rift,dungeon,Sand Wyrm Duneglider,Hobgoblin Warrior,6,"1 Sand Wyrm Duneglider, 24 Elite Golem Shards, 4 Naga Sentry Guardians, 16 Scout Undead Soldiers",Kill Sand Wyrm Duneglider and bring back its trophy as proof for the kingdom's military,80,Arcane Staff,Earth / Poison,6,A
3001,F,Floating Isles,None,Undead Chicken Swarm,Small Bat,2,"1 Undead Chicken Swarm + 1 Insect Swarm Lieutenant, 1 Imp Jrs, 2 Baby Goblin Fodder",Collect basic materials from Undead Chicken Swarm as part of a resource gathering mission,20,Halberd / Bow,Holy,1,F
3002,E,Desert,None,Forest Sprite Corrupted,Slime Small,2,"1 Forest Sprite Corrupted + 1 Stray Mutt Lieutenant, 2 Dust Bunny (Cursed)s, 1 Zombie Stumbler Fodder",Drive Forest Sprite Corrupted from the storage cellar before it eats all the supplies,40,Dagger,Nature,1,E
3003,S,Swamp,ancient pyramid,Basilisk Ancient Stonegaze,Stone Golem,10,"1 Basilisk Ancient Stonegaze + 1 Chimera Spawn Lieutenant, 18 Ghoul Warriors, 6 Stone Golem Fodder",Clear the ancient dungeon and destroy Basilisk Ancient Stonegaze within its deepest chamber,60,Staff,Arcane,6,S + [LEGENDARY] Nexus Scepter (Ley-line Channeler)
3004,B,Mountains,rift gate,Arcane Golem Sparkcaster,Hag Spawn,3,"1 Arcane Golem Sparkcaster + 1 Imp Fighter Lieutenant, 9 Plague Rats, 12 Wraith Shadow Fodder",Defeat Arcane Golem Sparkcaster and collect its signature trophy as proof of the kill,60,Warhammer,Earth / Necrotic,4,B
3005,F,Underdark,palace,Slime Basic,Slime Tiny,2,"1 Slime Basic, 2 Zombie Shuffles, 2 Rats",Defeat Slime Basic in the starter training zone under instructor supervision,20,Hand Cannon,Poison,2,F
3006,F,Coral Reef,None,Wolf Grayfang,Slime Tiny,3,"1 Wolf Grayfang, 4 Enchanted Leafs, 1 Small Bats",Clear Wolf Grayfang from the village chicken coops before dawn,20,Crossbow / Wand,Psychic,1,F
3007,F,Tundra,None,Mud Crab Pincher,Zombie Shuffle,1,"1 Mud Crab Pincher (Empowered), 3 Mischievous Sprite Champions, 1 Spore Puffs","Kill Mud Crab Pincher and return proof — it's just one, you'll be fine",0,Greatsword / Axe,Chaos / Psychic,3,F
3008,E,Frozen Wastes,ancient pyramid,Wild Boar Elder Tuskgrind,Feral Chicken,4,"1 Wild Boar Elder Tuskgrind (Empowered), 3 Imp Spark Champions, 5 Dust Bunny (Cursed)s",Defeat Wild Boar Elder Tuskgrind and gather two samples of its hide for alchemy use,30,Axe / Crossbow,Arcane,2,E
3009,E,Swamp,None,Specter Drifter Coldgaze,Feral Chicken,3,"1 Specter Drifter Coldgaze (Empowered), 3 Zombie Stumbler Champions, 2 Mischievous Pixies",Defeat Specter Drifter Coldgaze and gather two samples of its hide for alchemy use,40,Spear,Physical,2,F
3010,A,Coral Reef,temple,Cyclops War Chief Blindrage,Hobgoblin Warrior,4,"1 Cyclops War Chief Blindrage, 8 Werewolf Thralls, 4 Orc Warriors",Defeat Cyclops War Chief Blindrage and lift the curse on the haunted temple,80,Trident,Astral / Holy,5,B
